username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"Mia Brett 👸🏻",QueenMab87,2018-02-25 06:38,20,84,"If you don’t want to be accused of misogyny when you challenge women incumbents don’t chant misogynistic things at them. Using the language of an empowerment movement to fight harassment against women is disgusting. #TimesUp https://twitter.com/tomwatson/status/967758898626220032 …",,,#TimesUp,"967770781664075776",https://twitter.com/QueenMab87/status/967770781664075776
"Tom Watson",tomwatson,2018-02-25 06:12,20,31,"Imagine screaming #TimesUp at the Senate's senior female Democrat. This is what @kdeleon supports? I'd like to hear from @SenGillibrand and @KamalaHarris on this disgusting moment in Democratic politics.https://twitter.com/liliana_leigh/status/967763573454856192 …",,@kdeleon @SenGillibrand @KamalaHarris,#TimesUp,"967764253531955200",https://twitter.com/tomwatson/status/967764253531955200
"Tom Watson",tomwatson,2018-02-25 05:51,1588,5530,"Wow this is truly disgusting - 'As she left the stage, de León supporters in the crowd yelled back at the 84-year-old, “Time’s up! #Timesup!”' What kind of Democrats are these? I know Senator Feinstein is old - but using the language of the anti-harassment movement against her? – at Mount Vernon High School",,,#Timesup,"967758898626220032",https://twitter.com/tomwatson/status/967758898626220032
"Scarlett Harris",ScarlettEHarris,2018-02-24 18:57,69,128,"#TimesUp for intimate partner abusers in WWE. So why did they hire Ronda Rousey? My latest for @Playboyhttp://www.playboy.com/articles/rethinking-ronda-rousey …",,@Playboyhttp,#TimesUp,"967594393526984706",https://twitter.com/ScarlettEHarris/status/967594393526984706
"Kit 💥",foodsexwater,2018-02-24 18:44,21,44,"Have you read this yet? Have you told someone about it? Have you talked about how #metoo and #timesup needs to include sex workers? Have you said you believe Laura? https://twitter.com/belledejour_uk/status/966826996977172480 …",,,#metoo #timesup,"967591201707667456",https://twitter.com/foodsexwater/status/967591201707667456
"Delaine Eastin",DelaineEastin,2018-02-24 17:35,16,39,"The chanting started before the timer hit zero. But I assure you MY TIME IS NOT UP. #timesup on #sexism - and the time has come to elect California's first woman governor. #CADem2018https://twitter.com/kalimama99/status/967570472622682118 …",,,#timesup #sexism #CADem2018https,"967573851411398656",https://twitter.com/DelaineEastin/status/967573851411398656
"Kalimah Salahuddin",kalimama99,2018-02-24 17:22,12,28,"Every candidate at the #CADem2018 has gone over their allotted time. To have supporters of other CA Gov candidates screaming #Timesup when @DelaineEastin THE ONLY WOMAN CANDIDATE went 15 secs over was pretty gross.",,@DelaineEastin,#CADem2018 #Timesup,"967570472622682118",https://twitter.com/kalimama99/status/967570472622682118
"Melissa Silverstein",melsil,2018-02-24 16:42,15,60,"Having a man talk about the importance of #timesup is vital. https://twitter.com/athenafilmfest/status/967197132498391040 …",,,#timesup,"967560288613621762",https://twitter.com/melsil/status/967560288613621762
"Edan Clay 🇺🇸",EdanClay,2018-02-24 16:22,34,51,"#WomensMarch #MeToo #TimesUp #NeverAgain #MarchForOurLives #NRABoycott #StudentsStandUp #StudentsSpeakUp Kinda looks like women and children are going first... and no one is going to stop them. pic.twitter.com/2geIKA17ly",,,#WomensMarch #MeToo #TimesUp #NeverAgain #MarchForOurLives #NRABoycott #StudentsStandUp #StudentsSpeakUp,"967555457672982529",https://twitter.com/EdanClay/status/967555457672982529
"Sedelta",TuxyLou,2018-02-24 16:11,12,37,"Let’s not forget the shares and traffic this post received was minimal. She said his name, called him out and heard silence. #timesUp https://twitter.com/nativeapprops/status/967478656955232256 …",,,#timesUp,"967552648101711872",https://twitter.com/TuxyLou/status/967552648101711872
"Sir John",BruhManInSoCal,2018-02-24 13:54,7,28,"There will come a time when pimping racism won’t be enough for Republicans to win any political contest and that time is coming sooner than they think. What will they do then? Baby Boomers are dying off and Millennials are replacing them. I’ll be there to scream #TimesUp",,,#TimesUp,"967518122356846592",https://twitter.com/BruhManInSoCal/status/967518122356846592
"UN Women",UN_Women,2018-02-24 12:35,221,333,"#TimesUp on impunity. #TimeIsNow to speak up for women's rights. Use #IWD2018 as a platform to raise your voice. Here's what to expect: http://unwo.men/FLkF30iyYH0 pic.twitter.com/xW2qjoPKkc",,,#TimesUp #TimeIsNow #IWD2018,"967498161710395393",https://twitter.com/UN_Women/status/967498161710395393
"Reese Witherspoon",ReeseW,2018-02-24 11:13,181,2479,"Thanks to this dynamic woman @ElaineWelteroth for the thoughtful conversation. We spoke about the need for more female leadership, how incredible it is to work side by side w/other women & how to harness our greatest ambitions so we can realize our dreams. #WatermarkConf #TimesUp pic.twitter.com/HaFsWUUL5b",,@ElaineWelteroth,#WatermarkConf #TimesUp,"967477521380884480",https://twitter.com/ReeseW/status/967477521380884480
